pointA,pointB,distance
"(42.3518204, -71.11646235858747)","(42.35455655, -71.12354972039716)",919.793
"(42.3518204, -71.11646235858747)","(42.3497494, -71.10134870499787)",1369.8039999999996
"(42.3518204, -71.11646235858747)","(42.34972315, -71.10086607545841)",1384.9709999999998
"(42.3518204, -71.11646235858747)","(42.3360176, -71.0694751)",4631.785999999996
"(42.3518204, -71.11646235858747)","(42.3497874, -71.09794138426676)",1658.4799999999998
"(42.350170399999996, -71.095114)","(42.336374750000004, -71.07016239901102)",2798.1849999999995
"(42.350170399999996, -71.095114)","(42.3364039, -71.07223994070816)",2722.6619999999994
"(42.350170399999996, -71.095114)","(42.35028335, -71.10557727131746)",943.9649999999998
"(42.350170399999996, -71.095114)","(42.35097115000001, -71.10897900447887)",1174.236
"(42.350170399999996, -71.095114)","(42.349639749999994, -71.09973226925189)",451.397
"(42.350170399999996, -71.095114)","(42.3437927, -71.10976791168142)",1699.985
"(42.350170399999996, -71.095114)","(42.3504456, -71.10368611901973)",688.7049999999999
"(42.350170399999996, -71.095114)","(42.3507339, -71.115618)",1779.0449999999996
"(42.350170399999996, -71.095114)","(42.3501426, -71.10067825702964)",432.168
"(42.350170399999996, -71.095114)","(42.350104849999994, -71.10058154558558)",432.168
"(42.350170399999996, -71.095114)","(42.35052185, -71.10009615151182)",414.495
"(42.350170399999996, -71.095114)","(42.349457799999996, -71.09810497506007)",333.473
"(42.350170399999996, -71.095114)","(42.3503203, -71.09700303119664)",189.652
"(42.350170399999996, -71.095114)","(42.351064300000004, -71.1075071069339)",1084.7440000000001
"(42.350170399999996, -71.095114)","(42.350860850000004, -71.10386660061369)",733.241
"(42.350170399999996, -71.095114)","(42.3495087, -71.10580869890427)",958.4479999999999
"(42.350170399999996, -71.095114)","(42.3483358, -71.10173878356534)",693.2019999999999
"(42.350170399999996, -71.095114)","(42.35066235, -71.1064382921208)",928.7920000000001
"(42.350170399999996, -71.095114)","(42.349090849999996, -71.1041455900759)",810.3189999999998
"(42.350170399999996, -71.095114)","(42.335479649999996, -71.0717193943673)",2872.4909999999995
"(42.350170399999996, -71.095114)","(42.3514835, -71.1212481)",2244.446
"(42.350170399999996, -71.095114)","(42.3489751, -71.1009021)",583.7570000000001
"(42.350170399999996, -71.095114)","(42.3509964, -71.10799517909709)",1084.7440000000001
"(42.350170399999996, -71.095114)","(42.3496881, -71.1001848)",485.70799999999997
"(42.350170399999996, -71.095114)","(42.3518204, -71.11646235858747)",1888.9739999999997
"(42.350170399999996, -71.095114)","(42.3491905, -71.1060852)",1081.3299999999997
"(42.350170399999996, -71.095114)","(42.3505083, -71.1039114501441)",688.7049999999999
"(42.350170399999996, -71.095114)","(42.34865105, -71.10126530464467)",618.182
"(42.350170399999996, -71.095114)","(42.34877175, -71.10419840251558)",973.5379999999999
"(42.350170399999996, -71.095114)","(42.3517837, -71.1187216)",2004.3849999999995
"(42.350170399999996, -71.095114)","(42.35051115, -71.09995235)",414.495
"(42.350170399999996, -71.095114)","(42.3490585, -71.10153394404658)",690.397
"(42.350170399999996, -71.095114)","(42.3510171, -71.10981338167903)",1338.379
"(42.350170399999996, -71.095114)","(42.3520335, -71.11030686731542)",1450.5739999999998
"(42.350170399999996, -71.095114)","(42.3498642, -71.1020204)",660.346
"(42.350170399999996, -71.095114)","(42.348448899999994, -71.10015580728992)",560.6619999999999
"(42.350170399999996, -71.095114)","(42.3508802, -71.11750772346343)",1959.8239999999992
"(42.350170399999996, -71.095114)","(42.3484364, -71.10230804217932)",693.2019999999999
"(42.350170399999996, -71.095114)","(42.34888825, -71.10484432143394)",973.5379999999999
"(42.350170399999996, -71.095114)","(42.35078225, -71.10524017370268)",831.9370000000001
"(42.350170399999996, -71.095114)","(42.3505236, -71.10754495805156)",1062.9950000000001
"(42.350170399999996, -71.095114)","(42.3501003, -71.10383756091035)",790.3949999999999
"(42.350170399999996, -71.095114)","(42.351051050235355, -71.1137959187151)",1596.5629999999999
"(42.350170399999996, -71.095114)","(42.35455655, -71.12354972039716)",2618.027
"(42.350170399999996, -71.095114)","(42.3497494, -71.10134870499787)",537.7
"(42.350170399999996, -71.095114)","(42.34972315, -71.10086607545841)",523.1460000000001
"(42.350170399999996, -71.095114)","(42.3360176, -71.0694751)",2870.668
"(42.350170399999996, -71.095114)","(42.3497874, -71.09794138426676)",281.47299999999996
"(42.336374750000004, -71.07016239901102)","(42.3364039, -71.07223994070816)",264.305
"(42.336374750000004, -71.07016239901102)","(42.35028335, -71.10557727131746)",3613.601
"(42.336374750000004, -71.07016239901102)","(42.35097115000001, -71.10897900447887)",3972.421
"(42.336374750000004, -71.07016239901102)","(42.349639749999994, -71.09973226925189)",3092.5190000000002
"(42.336374750000004, -71.07016239901102)","(42.3437927, -71.10976791168142)",4241.295
"(42.336374750000004, -71.07016239901102)","(42.3504456, -71.10368611901973)",3486.8899999999994
"(42.336374750000004, -71.07016239901102)","(42.3507339, -71.115618)",4399.303999999999
"(42.336374750000004, -71.07016239901102)","(42.3501426, -71.10067825702964)",3230.353
"(42.336374750000004, -71.07016239901102)","(42.350104849999994, -71.10058154558558)",3230.353
"(42.336374750000004, -71.07016239901102)","(42.35052185, -71.10009615151182)",3212.68
"(42.336374750000004, -71.07016239901102)","(42.349457799999996, -71.09810497506007)",2974.5950000000003
"(42.336374750000004, -71.07016239901102)","(42.3503203, -71.09700303119664)",2987.837
"(42.336374750000004, -71.07016239901102)","(42.351064300000004, -71.1075071069339)",3880.6140000000005
"(42.336374750000004, -71.07016239901102)","(42.350860850000004, -71.10386660061369)",3531.426
"(42.336374750000004, -71.07016239901102)","(42.3495087, -71.10580869890427)",3558.974999999999
"(42.336374750000004, -71.07016239901102)","(42.3483358, -71.10173878356534)",3282.792
"(42.336374750000004, -71.07016239901102)","(42.35066235, -71.1064382921208)",3726.977
"(42.336374750000004, -71.07016239901102)","(42.349090849999996, -71.1041455900759)",3409.059999999999
"(42.336374750000004, -71.07016239901102)","(42.335479649999996, -71.0717193943673)",267.55899999999997
"(42.336374750000004, -71.07016239901102)","(42.3514835, -71.1212481)",4864.767999999999
"(42.336374750000004, -71.07016239901102)","(42.3489751, -71.1009021)",3174.1890000000003
"(42.336374750000004, -71.07016239901102)","(42.3509964, -71.10799517909709)",3880.6140000000005
"(42.336374750000004, -71.07016239901102)","(42.3496881, -71.1001848)",3197.5950000000003
"(42.336374750000004, -71.07016239901102)","(42.3518204, -71.11646235858747)",4559.303000000003
"(42.336374750000004, -71.07016239901102)","(42.3491905, -71.1060852)",3683.218999999999
"(42.336374750000004, -71.07016239901102)","(42.3505083, -71.1039114501441)",3486.8899999999994
"(42.336374750000004, -71.07016239901102)","(42.34865105, -71.10126530464467)",3207.7720000000004
"(42.336374750000004, -71.07016239901102)","(42.34877175, -71.10419840251558)",3563.1279999999997
"(42.336374750000004, -71.07016239901102)","(42.3517837, -71.1187216)",4672.649000000003
"(42.336374750000004, -71.07016239901102)","(42.35051115, -71.09995235)",3212.68
"(42.336374750000004, -71.07016239901102)","(42.3490585, -71.10153394404658)",3280.829
"(42.336374750000004, -71.07016239901102)","(42.3510171, -71.10981338167903)",4015.373000000002
"(42.336374750000004, -71.07016239901102)","(42.3520335, -71.11030686731542)",4127.568000000002
"(42.336374750000004, -71.07016239901102)","(42.3498642, -71.1020204)",3320.078
"(42.336374750000004, -71.07016239901102)","(42.348448899999994, -71.10015580728992)",3150.2520000000004
"(42.336374750000004, -71.07016239901102)","(42.336374750000004, -71.07016239901102)",0.0
"(42.336374750000004, -71.07016239901102)","(42.3508802, -71.11750772346343)",4580.083
"(42.336374750000004, -71.07016239901102)","(42.3484364, -71.10230804217932)",3282.792
"(42.336374750000004, -71.07016239901102)","(42.34888825, -71.10484432143394)",3563.1279999999997
"(42.336374750000004, -71.07016239901102)","(42.35078225, -71.10524017370268)",3630.122
"(42.336374750000004, -71.07016239901102)","(42.3505236, -71.10754495805156)",3858.8650000000007
"(42.336374750000004, -71.07016239901102)","(42.3501003, -71.10383756091035)",3460.0310000000004
"(42.336374750000004, -71.07016239901102)","(42.351051050235355, -71.1137959187151)",4266.892000000003
"(42.336374750000004, -71.07016239901102)","(42.35455655, -71.12354972039716)",5288.356000000002
"(42.336374750000004, -71.07016239901102)","(42.3497494, -71.10134870499787)",3275.964000000001
"(42.336374750000004, -71.07016239901102)","(42.34972315, -71.10086607545841)",3182.878
"(42.336374750000004, -71.07016239901102)","(42.3360176, -71.0694751)",72.946
"(42.336374750000004, -71.07016239901102)","(42.3497874, -71.09794138426676)",2979.9530000000004
"(42.35028335, -71.10557727131746)","(42.35097115000001, -71.10897900447887)",475.69
"(42.35028335, -71.10557727131746)","(42.349639749999994, -71.09973226925189)",525.702
"(42.35028335, -71.10557727131746)","(42.3437927, -71.10976791168142)",1145.452
"(42.35028335, -71.10557727131746)","(42.3504456, -71.10368611901973)",259.488
"(42.35028335, -71.10557727131746)","(42.3364039, -71.07223994070816)",3538.077999999999
"(42.35028335, -71.10557727131746)","(42.3507339, -71.115618)",857.322
"(42.35028335, -71.10557727131746)","(42.3501426, -71.10067825702964)",512.572
"(42.35028335, -71.10557727131746)","(42.350104849999994, -71.10058154558558)",512.572
"(42.35028335, -71.10557727131746)","(42.35052185, -71.10009615151182)",540.73
"(42.35028335, -71.10557727131746)","(42.349457799999996, -71.09810497506007)",639.0060000000001
"(42.35028335, -71.10557727131746)","(42.3503203, -71.09700303119664)",766.448
"(42.35028335, -71.10557727131746)","(42.351064300000004, -71.1075071069339)",285.99
"(42.35028335, -71.10557727131746)","(42.350860850000004, -71.10386660061369)",317.67699999999996
"(42.35028335, -71.10557727131746)","(42.3495087, -71.10580869890427)",180.04399999999998
"(42.35028335, -71.10557727131746)","(42.3483358, -71.10173878356534)",466.322
"(42.35028335, -71.10557727131746)","(42.35066235, -71.1064382921208)",440.66499999999996
"(42.35028335, -71.10557727131746)","(42.349090849999996, -71.1041455900759)",218.56599999999997
"(42.35028335, -71.10557727131746)","(42.335479649999996, -71.0717193943673)",3687.9069999999992
"(42.35028335, -71.10557727131746)","(42.3514835, -71.1212481)",1322.723
"(42.35028335, -71.10557727131746)","(42.3489751, -71.1009021)",472.58099999999996
"(42.35028335, -71.10557727131746)","(42.3509964, -71.10799517909709)",285.99
"(42.35028335, -71.10557727131746)","(42.3496881, -71.1001848)",484.868
"(42.35028335, -71.10557727131746)","(42.3518204, -71.11646235858747)",971.8100000000001
"(42.35028335, -71.10557727131746)","(42.3491905, -71.1060852)",162.717
"(42.35028335, -71.10557727131746)","(42.3505083, -71.1039114501441)",259.488
"(42.35028335, -71.10557727131746)","(42.34865105, -71.10126530464467)",537.911
"(42.35028335, -71.10557727131746)","(42.34877175, -71.10419840251558)",746.658
"(42.35028335, -71.10557727131746)","(42.3517837, -71.1187216)",1087.2209999999998
"(42.35028335, -71.10557727131746)","(42.35051115, -71.09995235)",540.73
"(42.35028335, -71.10557727131746)","(42.3490585, -71.10153394404658)",391.14399999999995
"(42.35028335, -71.10557727131746)","(42.3510171, -71.10981338167903)",421.215
"(42.35028335, -71.10557727131746)","(42.3520335, -71.11030686731542)",533.41
"(42.35028335, -71.10557727131746)","(42.3498642, -71.1020204)",293.523
"(42.35028335, -71.10557727131746)","(42.348448899999994, -71.10015580728992)",554.5629999999999
"(42.35028335, -71.10557727131746)","(42.336374750000004, -71.07016239901102)",3613.600999999999
"(42.35028335, -71.10557727131746)","(42.3508802, -71.11750772346343)",1038.1009999999999
"(42.35028335, -71.10557727131746)","(42.3484364, -71.10230804217932)",466.322
"(42.35028335, -71.10557727131746)","(42.34888825, -71.10484432143394)",746.658
"(42.35028335, -71.10557727131746)","(42.35078225, -71.10524017370268)",408.33899999999994
"(42.35028335, -71.10557727131746)","(42.3505236, -71.10754495805156)",264.241
"(42.35028335, -71.10557727131746)","(42.3501003, -71.10383756091035)",174.168
"(42.35028335, -71.10557727131746)","(42.351051050235355, -71.1137959187151)",679.399
"(42.35028335, -71.10557727131746)","(42.35455655, -71.12354972039716)",1700.8630000000005
"(42.35028335, -71.10557727131746)","(42.3497494, -71.10134870499787)",415.55600000000004
"(42.35028335, -71.10557727131746)","(42.34972315, -71.10086607545841)",430.723
"(42.35028335, -71.10557727131746)","(42.3360176, -71.0694751)",3686.084
"(42.35028335, -71.10557727131746)","(42.3497874, -71.09794138426676)",704.2320000000001
"(42.35097115000001, -71.10897900447887)","(42.349639749999994, -71.09973226925189)",918.6119999999997
"(42.35097115000001, -71.10897900447887)","(42.3437927, -71.10976791168142)",1145.316
"(42.35097115000001, -71.10897900447887)","(42.3504456, -71.10368611901973)",495.853
"(42.35097115000001, -71.10897900447887)","(42.3364039, -71.07223994070816)",3896.897999999997
"(42.35097115000001, -71.10897900447887)","(42.3507339, -71.115618)",685.2520000000001
"(42.35097115000001, -71.10897900447887)","(42.3501426, -71.10067825702964)",753.165
"(42.35097115000001, -71.10897900447887)","(42.350104849999994, -71.10058154558558)",753.165
"(42.35097115000001, -71.10897900447887)","(42.35052185, -71.10009615151182)",771.001
"(42.35097115000001, -71.10897900447887)","(42.349457799999996, -71.09810497506007)",1031.9159999999997
"(42.35097115000001, -71.10897900447887)","(42.3503203, -71.09700303119664)",996.7189999999999
"(42.35097115000001, -71.10897900447887)","(42.351064300000004, -71.1075071069339)",351.608
"(42.35097115000001, -71.10897900447887)","(42.350860850000004, -71.10386660061369)",440.995
"(42.35097115000001, -71.10897900447887)","(42.3495087, -71.10580869890427)",617.105
"(42.35097115000001, -71.10897900447887)","(42.3483358, -71.10173878356534)",861.632
"(42.35097115000001, -71.10897900447887)","(42.35066235, -71.1064382921208)",309.199
"(42.35097115000001, -71.10897900447887)","(42.349090849999996, -71.1041455900759)",621.695
"(42.35097115000001, -71.10897900447887)","(42.335479649999996, -71.0717193943673)",4046.7269999999976
"(42.35097115000001, -71.10897900447887)","(42.3514835, -71.1212481)",1150.653
"(42.35097115000001, -71.10897900447887)","(42.3489751, -71.1009021)",867.8910000000001
"(42.35097115000001, -71.10897900447887)","(42.3509964, -71.10799517909709)",351.608
"(42.35097115000001, -71.10897900447887)","(42.3496881, -71.1001848)",825.0729999999999
"(42.35097115000001, -71.10897900447887)","(42.3518204, -71.11646235858747)",793.3770000000001
"(42.35097115000001, -71.10897900447887)","(42.3491905, -71.1060852)",493.663
"(42.35097115000001, -71.10897900447887)","(42.3505083, -71.1039114501441)",495.853
"(42.35097115000001, -71.10897900447887)","(42.34865105, -71.10126530464467)",931.328
"(42.35097115000001, -71.10897900447887)","(42.34877175, -71.10419840251558)",1141.9679999999998
"(42.35097115000001, -71.10897900447887)","(42.3517837, -71.1187216)",908.7879999999999
"(42.35097115000001, -71.10897900447887)","(42.35051115, -71.09995235)",771.001
"(42.35097115000001, -71.10897900447887)","(42.3490585, -71.10153394404658)",786.454
"(42.35097115000001, -71.10897900447887)","(42.3510171, -71.10981338167903)",227.54399999999998
"(42.35097115000001, -71.10897900447887)","(42.3520335, -71.11030686731542)",354.97700000000003
"(42.35097115000001, -71.10897900447887)","(42.3498642, -71.1020204)",686.4329999999999
"(42.35097115000001, -71.10897900447887)","(42.348448899999994, -71.10015580728992)",947.98
"(42.35097115000001, -71.10897900447887)","(42.336374750000004, -71.07016239901102)",3972.420999999997
